Dátum,Gép,Kezdő időpont,Záró időpont,Megrendelésszám
2020.08.06.,Csomagoló-3,06:00,22:00,MEGR014
2020.08.07.,Vágó-1,06:00,22:00,MEGR011
2020.08.07.,Vágó-2,06:00,22:00,MEGR011
2020.08.07.,Vágó-3,06:00,22:00,MEGR011
2020.08.07.,Vágó-4,06:00,22:00,MEGR011
2020.08.07.,Vágó-5,06:00,22:00,MEGR011
2020.08.07.,Vágó-6,06:00,22:00,MEGR011
2020.08.07.,Hajlító-1,06:00,09:13,MEGR014
2020.08.07.,Hajlító-1,09:13,22:00,MEGR004
2020.08.07.,Hajlító-2,06:00,09:13,MEGR014
2020.08.07.,Hajlító-2,09:13,22:00,MEGR004
2020.08.07.,Hegesztő-1,06:00,09:21,MEGR014
2020.08.07.,Hegesztő-1,09:29,22:00,MEGR004
2020.08.07.,Hegesztő-2,06:00,09:21,MEGR014
2020.08.07.,Hegesztő-2,09:45,22:00,MEGR004
2020.08.07.,Hegesztő-3,06:00,09:11,MEGR014
2020.08.07.,Hegesztő-3,09:29,22:00,MEGR004
2020.08.07.,Tesztelő-1,06:00,09:33,MEGR014
2020.08.07.,Tesztelő-1,09:41,22:00,MEGR004
2020.08.07.,Festő-1,06:00,09:30,MEGR014
2020.08.07.,Festő-1,09:46,22:00,MEGR004
2020.08.07.,Festő-2,06:00,09:40,MEGR014
2020.08.07.,Festő-2,10:02,22:00,MEGR004
2020.08.07.,Festő-3,06:00,09:35,MEGR014
2020.08.07.,Festő-3,09:51,22:00,MEGR004
2020.08.07.,Festő-4,06:00,09:45,MEGR014
2020.08.07.,Festő-4,10:07,22:00,MEGR004
2020.08.07.,Csomagoló-1,06:00,09:45,MEGR014
2020.08.07.,Csomagoló-1,10:06,22:00,MEGR004
2020.08.07.,Csomagoló-2,06:00,09:55,MEGR014
2020.08.07.,Csomagoló-2,10:22,22:00,MEGR004
2020.08.07.,Csomagoló-3,06:00,09:50,MEGR014
2020.08.07.,Csomagoló-3,10:11,22:00,MEGR004
2020.08.08.,Vágó-1,06:00,22:00,MEGR011
2020.08.08.,Vágó-2,06:00,22:00,MEGR011
2020.08.08.,Vágó-3,06:00,22:00,MEGR011
2020.08.08.,Vágó-4,06:00,22:00,MEGR011
2020.08.08.,Vágó-5,06:00,22:00,MEGR011
2020.08.08.,Vágó-6,06:00,22:00,MEGR011
2020.08.08.,Hajlító-1,06:00,22:00,MEGR004
2020.08.08.,Hajlító-2,06:00,22:00,MEGR004
2020.08.08.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.08.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.08.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.08.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.08.,Festő-1,06:00,22:00,MEGR004
2020.08.08.,Festő-2,06:00,22:00,MEGR004
2020.08.08.,Festő-3,06:00,22:00,MEGR004
2020.08.08.,Festő-4,06:00,22:00,MEGR004
2020.08.08.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.08.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.08.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.09.,Vágó-1,06:00,22:00,MEGR011
2020.08.09.,Vágó-2,06:00,22:00,MEGR011
2020.08.09.,Vágó-3,06:00,22:00,MEGR011
2020.08.09.,Vágó-4,06:00,22:00,MEGR011
2020.08.09.,Vágó-5,06:00,22:00,MEGR011
2020.08.09.,Vágó-6,06:00,22:00,MEGR011
2020.08.09.,Hajlító-1,06:00,22:00,MEGR004
2020.08.09.,Hajlító-2,06:00,22:00,MEGR004
2020.08.09.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.09.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.09.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.09.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.09.,Festő-1,06:00,22:00,MEGR004
2020.08.09.,Festő-2,06:00,22:00,MEGR004
2020.08.09.,Festő-3,06:00,22:00,MEGR004
2020.08.09.,Festő-4,06:00,22:00,MEGR004
2020.08.09.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.09.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.09.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.10.,Vágó-1,06:00,20:08,MEGR011
2020.08.10.,Vágó-1,20:08,22:00,MEGR005
2020.08.10.,Vágó-2,06:00,20:08,MEGR011
2020.08.10.,Vágó-2,20:08,22:00,MEGR005
2020.08.10.,Vágó-3,06:00,20:05,MEGR011
2020.08.10.,Vágó-3,20:05,22:00,MEGR005
2020.08.10.,Vágó-4,06:00,20:05,MEGR011
2020.08.10.,Vágó-4,20:05,22:00,MEGR005
2020.08.10.,Vágó-5,06:00,20:08,MEGR011
2020.08.10.,Vágó-5,20:08,22:00,MEGR005
2020.08.10.,Vágó-6,06:00,20:08,MEGR011
2020.08.10.,Vágó-6,20:08,22:00,MEGR005
2020.08.10.,Hajlító-1,06:00,22:00,MEGR004
2020.08.10.,Hajlító-2,06:00,22:00,MEGR004
2020.08.10.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.10.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.10.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.10.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.10.,Festő-1,06:00,22:00,MEGR004
2020.08.10.,Festő-2,06:00,22:00,MEGR004
2020.08.10.,Festő-3,06:00,22:00,MEGR004
2020.08.10.,Festő-4,06:00,22:00,MEGR004
2020.08.10.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.10.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.10.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.11.,Vágó-1,06:00,22:00,MEGR005
2020.08.11.,Vágó-2,06:00,22:00,MEGR005
2020.08.11.,Vágó-3,06:00,22:00,MEGR005
2020.08.11.,Vágó-4,06:00,22:00,MEGR005
2020.08.11.,Vágó-5,06:00,22:00,MEGR005
2020.08.11.,Vágó-6,06:00,22:00,MEGR005
2020.08.11.,Hajlító-1,06:00,22:00,MEGR004
2020.08.11.,Hajlító-2,06:00,22:00,MEGR004
2020.08.11.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.11.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.11.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.11.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.11.,Festő-1,06:00,22:00,MEGR004
2020.08.11.,Festő-2,06:00,22:00,MEGR004
2020.08.11.,Festő-3,06:00,22:00,MEGR004
2020.08.11.,Festő-4,06:00,22:00,MEGR004
2020.08.11.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.11.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.11.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.12.,Vágó-1,06:00,22:00,MEGR005
2020.08.12.,Vágó-2,06:00,22:00,MEGR005
2020.08.12.,Vágó-3,06:00,22:00,MEGR005
2020.08.12.,Vágó-4,06:00,22:00,MEGR005
2020.08.12.,Vágó-5,06:00,22:00,MEGR005
2020.08.12.,Vágó-6,06:00,22:00,MEGR005
2020.08.12.,Hajlító-1,06:00,22:00,MEGR004
2020.08.12.,Hajlító-2,06:00,22:00,MEGR004
2020.08.12.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.12.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.12.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.12.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.12.,Festő-1,06:00,22:00,MEGR004
2020.08.12.,Festő-2,06:00,22:00,MEGR004
2020.08.12.,Festő-3,06:00,22:00,MEGR004
2020.08.12.,Festő-4,06:00,22:00,MEGR004
2020.08.12.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.12.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.12.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.13.,Vágó-1,06:00,22:00,MEGR005
2020.08.13.,Vágó-2,06:00,22:00,MEGR005
2020.08.13.,Vágó-3,06:00,22:00,MEGR005
2020.08.13.,Vágó-4,06:00,22:00,MEGR005
2020.08.13.,Vágó-5,06:00,22:00,MEGR005
2020.08.13.,Vágó-6,06:00,22:00,MEGR005
2020.08.13.,Hajlító-1,06:00,22:00,MEGR004
2020.08.13.,Hajlító-2,06:00,22:00,MEGR004
2020.08.13.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.13.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.13.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.13.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.13.,Festő-1,06:00,22:00,MEGR004
2020.08.13.,Festő-2,06:00,22:00,MEGR004
2020.08.13.,Festő-3,06:00,22:00,MEGR004
2020.08.13.,Festő-4,06:00,22:00,MEGR004
2020.08.13.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.13.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.13.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.14.,Vágó-1,06:00,06:08,MEGR005
2020.08.14.,Vágó-2,06:00,06:08,MEGR005
2020.08.14.,Vágó-3,06:00,06:05,MEGR005
2020.08.14.,Vágó-4,06:00,06:05,MEGR005
2020.08.14.,Vágó-5,06:00,06:08,MEGR005
2020.08.14.,Vágó-6,06:00,06:08,MEGR005
2020.08.14.,Hajlító-1,06:00,22:00,MEGR004
2020.08.14.,Hajlító-2,06:00,22:00,MEGR004
2020.08.14.,Hegesztő-1,06:00,22:00,MEGR004
2020.08.14.,Hegesztő-2,06:00,22:00,MEGR004
2020.08.14.,Hegesztő-3,06:00,22:00,MEGR004
2020.08.14.,Tesztelő-1,06:00,22:00,MEGR004
2020.08.14.,Festő-1,06:00,22:00,MEGR004
2020.08.14.,Festő-2,06:00,22:00,MEGR004
2020.08.14.,Festő-3,06:00,22:00,MEGR004
2020.08.14.,Festő-4,06:00,22:00,MEGR004
2020.08.14.,Csomagoló-1,06:00,22:00,MEGR004
2020.08.14.,Csomagoló-2,06:00,22:00,MEGR004
2020.08.14.,Csomagoló-3,06:00,22:00,MEGR004
2020.08.15.,Hajlító-1,06:00,14:33,MEGR004
2020.08.15.,Hajlító-1,14:33,22:00,MEGR006
2020.08.15.,Hajlító-2,06:00,14:33,MEGR004
2020.08.15.,Hajlító-2,14:33,22:00,MEGR006
2020.08.15.,Hegesztő-1,06:00,14:45,MEGR004
2020.08.15.,Hegesztő-1,14:49,22:00,MEGR006
2020.08.15.,Hegesztő-2,06:00,14:45,MEGR004
2020.08.15.,Hegesztő-2,15:05,22:00,MEGR006
2020.08.15.,Hegesztő-3,06:00,14:29,MEGR004
2020.08.15.,Hegesztő-3,14:49,22:00,MEGR006
2020.08.15.,Tesztelő-1,06:00,14:55,MEGR004
2020.08.15.,Tesztelő-1,15:01,22:00,MEGR006
2020.08.15.,Festő-1,06:00,14:54,MEGR004
2020.08.15.,Festő-1,15:06,22:00,MEGR006
2020.08.15.,Festő-2,06:00,15:10,MEGR004
2020.08.15.,Festő-2,15:22,22:00,MEGR006
2020.08.15.,Festő-3,06:00,14:59,MEGR004
2020.08.15.,Festő-3,15:11,22:00,MEGR006
2020.08.15.,Festő-4,06:00,15:15,MEGR004
2020.08.15.,Festő-4,15:27,22:00,MEGR006
2020.08.15.,Csomagoló-1,06:00,15:30,MEGR004
2020.08.15.,Csomagoló-1,15:42,22:00,MEGR006
2020.08.15.,Csomagoló-2,06:00,15:25,MEGR004
2020.08.15.,Csomagoló-2,15:31,22:00,MEGR006
2020.08.15.,Csomagoló-3,06:00,15:14,MEGR004
2020.08.15.,Csomagoló-3,15:26,22:00,MEGR006
2020.08.16.,Hajlító-1,06:00,22:00,MEGR006
2020.08.16.,Hajlító-2,06:00,22:00,MEGR006
2020.08.16.,Hegesztő-1,06:00,22:00,MEGR006
2020.08.16.,Hegesztő-2,06:00,22:00,MEGR006
2020.08.16.,Hegesztő-3,06:00,22:00,MEGR006
2020.08.16.,Tesztelő-1,06:00,22:00,MEGR006
2020.08.16.,Festő-1,06:00,22:00,MEGR006
2020.08.16.,Festő-2,06:00,22:00,MEGR006
2020.08.16.,Festő-3,06:00,22:00,MEGR006
2020.08.16.,Festő-4,06:00,22:00,MEGR006
2020.08.16.,Csomagoló-1,06:00,22:00,MEGR006
2020.08.16.,Csomagoló-2,06:00,22:00,MEGR006
2020.08.16.,Csomagoló-3,06:00,22:00,MEGR006
2020.08.17.,Hajlító-1,06:00,22:00,MEGR006
2020.08.17.,Hajlító-2,06:00,22:00,MEGR006
2020.08.17.,Hegesztő-1,06:00,22:00,MEGR006
2020.08.17.,Hegesztő-2,06:00,22:00,MEGR006
2020.08.17.,Hegesztő-3,06:00,22:00,MEGR006
2020.08.17.,Tesztelő-1,06:00,22:00,MEGR006
2020.08.17.,Festő-1,06:00,22:00,MEGR006
2020.08.17.,Festő-2,06:00,22:00,MEGR006
2020.08.17.,Festő-3,06:00,22:00,MEGR006
2020.08.17.,Festő-4,06:00,22:00,MEGR006
2020.08.17.,Csomagoló-1,06:00,22:00,MEGR006
2020.08.17.,Csomagoló-2,06:00,22:00,MEGR006
2020.08.17.,Csomagoló-3,06:00,22:00,MEGR006
2020.08.18.,Hajlító-1,06:00,22:00,MEGR006
2020.08.18.,Hajlító-2,06:00,22:00,MEGR006
2020.08.18.,Hegesztő-1,06:00,22:00,MEGR006
2020.08.18.,Hegesztő-2,06:00,22:00,MEGR006
2020.08.18.,Hegesztő-3,06:00,22:00,MEGR006
2020.08.18.,Tesztelő-1,06:00,22:00,MEGR006
2020.08.18.,Festő-1,06:00,22:00,MEGR006
2020.08.18.,Festő-2,06:00,22:00,MEGR006
2020.08.18.,Festő-3,06:00,22:00,MEGR006
2020.08.18.,Festő-4,06:00,22:00,MEGR006
2020.08.18.,Csomagoló-1,06:00,22:00,MEGR006
2020.08.18.,Csomagoló-2,06:00,22:00,MEGR006
2020.08.18.,Csomagoló-3,06:00,22:00,MEGR006
2020.08.19.,Hajlító-1,06:00,10:33,MEGR006
2020.08.19.,Hajlító-1,10:33,22:00,MEGR003
2020.08.19.,Hajlító-2,06:00,10:33,MEGR006
2020.08.19.,Hajlító-2,10:33,22:00,MEGR003
2020.08.19.,Hegesztő-1,06:00,10:45,MEGR006
2020.08.19.,Hegesztő-1,10:48,22:00,MEGR003
2020.08.19.,Hegesztő-2,06:00,10:29,MEGR006
2020.08.19.,Hegesztő-2,10:48,22:00,MEGR003
2020.08.19.,Hegesztő-3,06:00,10:45,MEGR006
2020.08.19.,Hegesztő-3,11:03,22:00,MEGR003
2020.08.19.,Tesztelő-1,06:00,10:55,MEGR006
2020.08.19.,Tesztelő-1,10:58,22:00,MEGR003
2020.08.19.,Festő-1,06:00,11:10,MEGR006
2020.08.19.,Festő-1,11:18,22:00,MEGR003
2020.08.19.,Festő-2,06:00,10:54,MEGR006
2020.08.19.,Festő-2,11:03,22:00,MEGR003
2020.08.19.,Festő-3,06:00,11:15,MEGR006
2020.08.19.,Festő-3,11:23,22:00,MEGR003
2020.08.19.,Festő-4,06:00,10:59,MEGR006
2020.08.19.,Festő-4,11:08,22:00,MEGR003
2020.08.19.,Csomagoló-1,06:00,11:30,MEGR006
2020.08.19.,Csomagoló-1,11:33,22:00,MEGR003
2020.08.19.,Csomagoló-2,06:00,11:25,MEGR006
2020.08.19.,Csomagoló-2,11:25,22:00,MEGR003
2020.08.19.,Csomagoló-3,06:00,11:14,MEGR006
2020.08.19.,Csomagoló-3,11:18,22:00,MEGR003
2020.08.20.,Hajlító-1,06:00,22:00,MEGR003
2020.08.20.,Hajlító-2,06:00,22:00,MEGR003
2020.08.20.,Hegesztő-1,06:00,22:00,MEGR003
2020.08.20.,Hegesztő-2,06:00,22:00,MEGR003
2020.08.20.,Hegesztő-3,06:00,22:00,MEGR003
2020.08.20.,Tesztelő-1,06:00,22:00,MEGR003
2020.08.20.,Festő-1,06:00,22:00,MEGR003
2020.08.20.,Festő-2,06:00,22:00,MEGR003
2020.08.20.,Festő-3,06:00,22:00,MEGR003
2020.08.20.,Festő-4,06:00,22:00,MEGR003
2020.08.20.,Csomagoló-1,06:00,22:00,MEGR003
2020.08.20.,Csomagoló-2,06:00,22:00,MEGR003
2020.08.20.,Csomagoló-3,06:00,22:00,MEGR003
2020.08.21.,Hajlító-1,06:00,09:48,MEGR003
2020.08.21.,Hajlító-1,09:48,22:00,MEGR013
2020.08.21.,Hajlító-2,06:00,09:48,MEGR003
2020.08.21.,Hajlító-2,09:48,22:00,MEGR013
2020.08.21.,Hegesztő-1,06:00,09:58,MEGR003
2020.08.21.,Hegesztő-1,10:04,22:00,MEGR013
2020.08.21.,Hegesztő-2,06:00,09:58,MEGR003
2020.08.21.,Hegesztő-2,10:20,22:00,MEGR013
2020.08.21.,Hegesztő-3,06:00,09:43,MEGR003
2020.08.21.,Hegesztő-3,10:04,22:00,MEGR013
2020.08.21.,Tesztelő-1,06:00,10:08,MEGR003
2020.08.21.,Tesztelő-1,10:16,22:00,MEGR013
2020.08.21.,Festő-1,06:00,10:03,MEGR003
2020.08.21.,Festő-1,10:21,22:00,MEGR013
2020.08.21.,Festő-2,06:00,10:18,MEGR003
2020.08.21.,Festő-2,10:37,22:00,MEGR013
2020.08.21.,Festő-3,06:00,10:08,MEGR003
2020.08.21.,Festő-3,10:26,22:00,MEGR013
2020.08.21.,Festő-4,06:00,10:23,MEGR003
2020.08.21.,Festő-4,10:42,22:00,MEGR013
2020.08.21.,Csomagoló-1,06:00,10:30,MEGR003
2020.08.21.,Csomagoló-1,10:46,22:00,MEGR013
2020.08.21.,Csomagoló-2,06:00,10:20,MEGR003
2020.08.21.,Csomagoló-2,10:41,22:00,MEGR013
2020.08.21.,Csomagoló-3,06:00,10:35,MEGR003
2020.08.21.,Csomagoló-3,10:57,22:00,MEGR013
2020.08.22.,Hajlító-1,06:00,22:00,MEGR013
2020.08.22.,Hajlító-2,06:00,22:00,MEGR013
2020.08.22.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.22.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.22.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.22.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.22.,Festő-1,06:00,22:00,MEGR013
2020.08.22.,Festő-2,06:00,22:00,MEGR013
2020.08.22.,Festő-3,06:00,22:00,MEGR013
2020.08.22.,Festő-4,06:00,22:00,MEGR013
2020.08.22.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.22.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.22.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.23.,Hajlító-1,06:00,22:00,MEGR013
2020.08.23.,Hajlító-2,06:00,22:00,MEGR013
2020.08.23.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.23.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.23.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.23.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.23.,Festő-1,06:00,22:00,MEGR013
2020.08.23.,Festő-2,06:00,22:00,MEGR013
2020.08.23.,Festő-3,06:00,22:00,MEGR013
2020.08.23.,Festő-4,06:00,22:00,MEGR013
2020.08.23.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.23.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.23.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.24.,Hajlító-1,06:00,22:00,MEGR013
2020.08.24.,Hajlító-2,06:00,22:00,MEGR013
2020.08.24.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.24.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.24.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.24.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.24.,Festő-1,06:00,22:00,MEGR013
2020.08.24.,Festő-2,06:00,22:00,MEGR013
2020.08.24.,Festő-3,06:00,22:00,MEGR013
2020.08.24.,Festő-4,06:00,22:00,MEGR013
2020.08.24.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.24.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.24.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.25.,Hajlító-1,06:00,22:00,MEGR013
2020.08.25.,Hajlító-2,06:00,22:00,MEGR013
2020.08.25.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.25.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.25.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.25.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.25.,Festő-1,06:00,22:00,MEGR013
2020.08.25.,Festő-2,06:00,22:00,MEGR013
2020.08.25.,Festő-3,06:00,22:00,MEGR013
2020.08.25.,Festő-4,06:00,22:00,MEGR013
2020.08.25.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.25.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.25.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.26.,Hajlító-1,06:00,22:00,MEGR013
2020.08.26.,Hajlító-2,06:00,22:00,MEGR013
2020.08.26.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.26.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.26.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.26.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.26.,Festő-1,06:00,22:00,MEGR013
2020.08.26.,Festő-2,06:00,22:00,MEGR013
2020.08.26.,Festő-3,06:00,22:00,MEGR013
2020.08.26.,Festő-4,06:00,22:00,MEGR013
2020.08.26.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.26.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.26.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.27.,Hajlító-1,06:00,22:00,MEGR013
2020.08.27.,Hajlító-2,06:00,22:00,MEGR013
2020.08.27.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.27.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.27.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.27.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.27.,Festő-1,06:00,22:00,MEGR013
2020.08.27.,Festő-2,06:00,22:00,MEGR013
2020.08.27.,Festő-3,06:00,22:00,MEGR013
2020.08.27.,Festő-4,06:00,22:00,MEGR013
2020.08.27.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.27.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.27.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.28.,Hajlító-1,06:00,22:00,MEGR013
2020.08.28.,Hajlító-2,06:00,22:00,MEGR013
2020.08.28.,Hegesztő-1,06:00,22:00,MEGR013
2020.08.28.,Hegesztő-2,06:00,22:00,MEGR013
2020.08.28.,Hegesztő-3,06:00,22:00,MEGR013
2020.08.28.,Tesztelő-1,06:00,22:00,MEGR013
2020.08.28.,Festő-1,06:00,22:00,MEGR013
2020.08.28.,Festő-2,06:00,22:00,MEGR013
2020.08.28.,Festő-3,06:00,22:00,MEGR013
2020.08.28.,Festő-4,06:00,22:00,MEGR013
2020.08.28.,Csomagoló-1,06:00,22:00,MEGR013
2020.08.28.,Csomagoló-2,06:00,22:00,MEGR013
2020.08.28.,Csomagoló-3,06:00,22:00,MEGR013
2020.08.29.,Hajlító-1,06:00,19:08,MEGR013
2020.08.29.,Hajlító-1,19:08,22:00,MEGR001
2020.08.29.,Hajlító-2,06:00,19:08,MEGR013
2020.08.29.,Hajlító-2,19:08,22:00,MEGR001
2020.08.29.,Hegesztő-1,06:00,19:20,MEGR013
2020.08.29.,Hegesztő-1,19:20,22:00,MEGR001
2020.08.29.,Hegesztő-2,06:00,19:04,MEGR013
2020.08.29.,Hegesztő-2,19:18,22:00,MEGR001
2020.08.29.,Hegesztő-3,06:00,19:20,MEGR013
2020.08.29.,Hegesztő-3,19:28,22:00,MEGR001
2020.08.29.,Tesztelő-1,06:00,19:30,MEGR013
2020.08.29.,Tesztelő-1,19:30,22:00,MEGR001
2020.08.29.,Festő-1,06:00,19:45,MEGR013
2020.08.29.,Festő-1,19:45,22:00,MEGR001
2020.08.29.,Festő-2,06:00,19:29,MEGR013
2020.08.29.,Festő-2,19:35,22:00,MEGR001
2020.08.29.,Festő-3,06:00,19:50,MEGR013
2020.08.29.,Festő-3,19:55,22:00,MEGR001
2020.08.29.,Festő-4,06:00,19:34,MEGR013
2020.08.29.,Festő-4,19:40,22:00,MEGR001
2020.08.29.,Csomagoló-1,06:00,19:49,MEGR013
2020.08.29.,Csomagoló-1,19:49,22:00,MEGR001
2020.08.29.,Csomagoló-2,06:00,20:05,MEGR013
2020.08.29.,Csomagoló-2,20:05,22:00,MEGR001
2020.08.29.,Csomagoló-3,06:00,20:00,MEGR013
2020.08.29.,Csomagoló-3,20:00,22:00,MEGR001
2020.08.30.,Hajlító-1,06:00,22:00,MEGR001
2020.08.30.,Hajlító-2,06:00,22:00,MEGR001
2020.08.30.,Hegesztő-1,06:00,22:00,MEGR001
2020.08.30.,Hegesztő-2,06:00,22:00,MEGR001
2020.08.30.,Hegesztő-3,06:00,22:00,MEGR001
2020.08.30.,Tesztelő-1,06:00,22:00,MEGR001
2020.08.30.,Festő-1,06:00,22:00,MEGR001
2020.08.30.,Festő-2,06:00,22:00,MEGR001
2020.08.30.,Festő-3,06:00,22:00,MEGR001
2020.08.30.,Festő-4,06:00,22:00,MEGR001
2020.08.30.,Csomagoló-1,06:00,22:00,MEGR001
2020.08.30.,Csomagoló-2,06:00,22:00,MEGR001
2020.08.30.,Csomagoló-3,06:00,22:00,MEGR001
2020.08.31.,Hajlító-1,06:00,22:00,MEGR001
2020.08.31.,Hajlító-2,06:00,22:00,MEGR001
2020.08.31.,Hegesztő-1,06:00,22:00,MEGR001
2020.08.31.,Hegesztő-2,06:00,22:00,MEGR001
2020.08.31.,Hegesztő-3,06:00,22:00,MEGR001
2020.08.31.,Tesztelő-1,06:00,22:00,MEGR001
2020.08.31.,Festő-1,06:00,22:00,MEGR001
2020.08.31.,Festő-2,06:00,22:00,MEGR001
2020.08.31.,Festő-3,06:00,22:00,MEGR001
2020.08.31.,Festő-4,06:00,22:00,MEGR001
2020.08.31.,Csomagoló-1,06:00,22:00,MEGR001
2020.08.31.,Csomagoló-2,06:00,22:00,MEGR001
2020.08.31.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.01.,Hajlító-1,06:00,22:00,MEGR001
2020.09.01.,Hajlító-2,06:00,22:00,MEGR001
2020.09.01.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.01.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.01.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.01.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.01.,Festő-1,06:00,22:00,MEGR001
2020.09.01.,Festő-2,06:00,22:00,MEGR001
2020.09.01.,Festő-3,06:00,22:00,MEGR001
2020.09.01.,Festő-4,06:00,22:00,MEGR001
2020.09.01.,Csomagoló-1,06:00,22:00,MEGR001
2020.09.01.,Csomagoló-2,06:00,22:00,MEGR001
2020.09.01.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.02.,Hajlító-1,06:00,22:00,MEGR001
2020.09.02.,Hajlító-2,06:00,22:00,MEGR001
2020.09.02.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.02.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.02.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.02.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.02.,Festő-1,06:00,22:00,MEGR001
2020.09.02.,Festő-2,06:00,22:00,MEGR001
2020.09.02.,Festő-3,06:00,22:00,MEGR001
2020.09.02.,Festő-4,06:00,22:00,MEGR001
